id,title,description,category,priority,status,source_section,verification_method,acceptance_criteria,dependencies,metadata
REQ_H153_584,acknowledge each defect notification within twenty-four (24) hours.,acknowledge each defect notification within twenty-four (24) hours.,General,Low,Draft,H153 - Lifetime After-sales Services (applicable when Option 3 is exercised),Inspection,To be defined,[],"{'extracted_from': 'H153', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H153_585,be remunerated at prices not exceeding those listed under § 3.8.1.11 “Spare Parts Supply.”,be remunerated at prices not exceeding those listed under § 3.8.1.11 “Spare Parts Supply.”,General,Low,Draft,H153 - Lifetime After-sales Services (applicable when Option 3 is exercised),Inspection,To be defined,[],"{'extracted_from': 'H153', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H154_586,follow standardized formats for clear identification and lifecycle management.,follow standardized formats for clear identification and lifecycle management.,General,Low,Draft,H154 - Documentation,Inspection,To be defined,[],"{'extracted_from': 'H154', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H154_587,provide the necessary technical data and design datasheets of critical components such as heat excha...,"provide the necessary technical data and design datasheets of critical components such as heat exchangers, piping, rotating machines, and valve information with sufficient detail to allow SCK CEN to model the complete cryogenic system including the cryogenic plant in simulations.",General,High,Draft,H154 - Documentation,Inspection,To be defined,[],"{'extracted_from': 'H154', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H154_588,"deliver a maintenance manual and lifecycle strategy documentation, including but not limited to:","deliver a maintenance manual and lifecycle strategy documentation, including but not limited to:",General,Low,Draft,H154 - Documentation,Inspection,To be defined,[],"{'extracted_from': 'H154', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H154_589,be subject to approval by SCK CEN.,be subject to approval by SCK CEN.,General,Low,Draft,H154 - Documentation,Inspection,To be defined,[],"{'extracted_from': 'H154', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H155_590,provide the detailed maintenance plan for all the QPLANT main components to meet the reliability req...,provide the detailed maintenance plan for all the QPLANT main components to meet the reliability requirements.,General,Low,Draft,H155 - Reliability Centred Maintenance & Lifecycle Cost Management,Inspection,To be defined,[],"{'extracted_from': 'H155', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H155_591,provide the detailed maintenance plan for all the QPLANT main components to meet the reliability req...,provide the detailed maintenance plan for all the QPLANT main components to meet the reliability requirements.,General,Low,Draft,H155 - Reliability Centred Maintenance & Lifecycle Cost Management,Inspection,To be defined,[],"{'extracted_from': 'H155', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H155_592,deliver a preventive Functional Test Plan as part of the maintenance plan.,deliver a preventive Functional Test Plan as part of the maintenance plan.,Functional,Low,Draft,H155 - Reliability Centred Maintenance & Lifecycle Cost Management,Testing,To be defined,[],"{'extracted_from': 'H155', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H155_593,provide the detailed maintenance plan for all the QPLANT main components to meet the reliability req...,"provide the detailed maintenance plan for all the QPLANT main components to meet the reliability requirements.  The Contractor shall also deliver a Reliability-Centered Maintenance (RCM) Plan, defining failure modes, MTBF, inspection/replacement intervals, and spares recommendations for each system component.  Specific strategies including but not limited to:",General,Low,Draft,H155 - Reliability Centred Maintenance & Lifecycle Cost Management,Review,To be defined,[],"{'extracted_from': 'H155', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H155_594,implement a Lifecycle Cost Management (LCM) strategy in alignment with a fixed-price contractual fra...,implement a Lifecycle Cost Management (LCM) strategy in alignment with a fixed-price contractual framework.  The LCM shall support informed decision-making across the full system lifecycle.,General,Low,Draft,H155 - Reliability Centred Maintenance & Lifecycle Cost Management,Inspection,To be defined,[],"{'extracted_from': 'H155', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H155_595,integrate the following cost domains as per ISO 15288:2023:,integrate the following cost domains as per ISO 15288:2023:,General,Low,Draft,H155 - Reliability Centred Maintenance & Lifecycle Cost Management,Inspection,To be defined,[],"{'extracted_from': 'H155', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H155_596,"ensure compliance with ISO 15686-5 (Lifecycle Costing), IEC 60300-3-3 (Reliability-Centred Maintenan...","ensure compliance with ISO 15686-5 (Lifecycle Costing), IEC 60300-3-3 (Reliability-Centred Maintenance), and ISO 55000 (Asset Management) in the definition of the RCM and LCM strategy.",General,Low,Draft,H155 - Reliability Centred Maintenance & Lifecycle Cost Management,Inspection,To be defined,[],"{'extracted_from': 'H155', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H155_597,"include, as part of their Offer, a brief dossier supporting the proposed RCM and LCM approach.  This...","include, as part of their Offer, a brief dossier supporting the proposed RCM and LCM approach.  This dossier shall include:",General,Low,Draft,H155 - Reliability Centred Maintenance & Lifecycle Cost Management,Inspection,To be defined,[],"{'extracted_from': 'H155', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H155_598,state “included in lump sum – no separate charge.”,state “included in lump sum – no separate charge.”,General,Low,Draft,H155 - Reliability Centred Maintenance & Lifecycle Cost Management,Inspection,To be defined,[],"{'extracted_from': 'H155', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H156_599,be routed to avoid cold burn or asphyxiation risks.,be routed to avoid cold burn or asphyxiation risks.,General,Low,Draft,"H156 - Safety, Codes and Standards",Inspection,To be defined,[],"{'extracted_from': 'H156', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H156_600,bare the full cost and should preferentially use the SCK CEN nominated local representative unless l...,bare the full cost and should preferentially use the SCK CEN nominated local representative unless logistically not possible.,General,Medium,Draft,"H156 - Safety, Codes and Standards",Inspection,To be defined,[],"{'extracted_from': 'H156', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H156_601,propose oxygen‑deficiency‑monitor (ODH) locations; final placement approved by SCK CEN.  The Contrac...,propose oxygen‑deficiency‑monitor (ODH) locations; final placement approved by SCK CEN.  The Contractor shall recommend and guide SCK CEN to define the location of the oxygen deficiency detectors in the QPLANT buildings.,General,Low,Draft,"H156 - Safety, Codes and Standards",Inspection,To be defined,[],"{'extracted_from': 'H156', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H156_602,be provided for all inaccessible components and for components whose failure would jeopardise operat...,be provided for all inaccessible components and for components whose failure would jeopardise operation or safety.,Functional,Low,Draft,"H156 - Safety, Codes and Standards",Inspection,To be defined,[],"{'extracted_from': 'H156', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H157_603,"be protected by safety devices in accordance with EN 17527 (supplemented, where applicable, by API 5...","be protected by safety devices in accordance with EN 17527 (supplemented, where applicable, by API 520/521/580 for warm service).  Any cold volume that can be isolated by valves, plus all insulation vacuum volumes, shall have dedicated safety devices.",Interface,Low,Draft,H157 - Safety,Inspection,To be defined,[],"{'extracted_from': 'H157', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H157_604,be collected  where feasible or safely vented to the outside.,be collected  where feasible or safely vented to the outside.,General,Low,Draft,H157 - Safety,Inspection,To be defined,[],"{'extracted_from': 'H157', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H160_605,be supplied by SCK CEN. SCK CEN retains responsibility for the certification and demonstration of SI...,be supplied by SCK CEN. SCK CEN retains responsibility for the certification and demonstration of SIL-2 compliance for the instrumentation forming part of the ODH safety function.,Functional,Low,Draft,H160 - Free-Issue Equipment (FIE),Inspection,To be defined,[],"{'extracted_from': 'H160', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_606,"install, cable, configure, and commission the Free-Issue Equipment (ODH monitors), integrating them ...","install, cable, configure, and commission the Free-Issue Equipment (ODH monitors), integrating them into the QPLANT control and safety systems.",General,Low,Draft,H162 - Interface Clarification,Inspection,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_607,ensure the electrical signal from each sensor is split and redundantly routed:,ensure the electrical signal from each sensor is split and redundantly routed:,General,Low,Draft,H162 - Interface Clarification,Inspection,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_608,"implement the physical and logical integration of ODH signals into QPLANT:CIS, including alarm thres...","implement the physical and logical integration of ODH signals into QPLANT:CIS, including alarm thresholds, zoning logic, and mitigation responses.  Functional verification and end-to-end testing of all ODH alarm functions shall be demonstrated during QPLANT acceptance.",Interface,Low,Draft,H162 - Interface Clarification,Testing,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_609,install the owner-supplied ODH monitors at every access point and in each enclosed zone where a cred...,"install the owner-supplied ODH monitors at every access point and in each enclosed zone where a credible helium release could reduce ambient O₂ below 19.5 % (v/v) within 60 seconds under WCS leak conditions.  Sensor positioning, cabling, and functional tests fall under Contractor scope.",Functional,Low,Draft,H162 - Interface Clarification,Testing,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_610,provide all technical inputs required for SCK CEN to complete the final ODH configuration and SIL ju...,"provide all technical inputs required for SCK CEN to complete the final ODH configuration and SIL justification.  At minimum, this includes:",General,Low,Draft,H162 - Interface Clarification,Inspection,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_611,"explicitly state explicitly whether the ODH system status (e.g. alarm thresholds reached, zone evacu...","explicitly state explicitly whether the ODH system status (e.g. alarm thresholds reached, zone evacuation triggered) constitutes a functional input to QPLANT:CIS logic.  If applicable, the Offer shall describe the intended system behaviour, logic dependencies, and impact on cryogenic system operation (e.g., automatic warm-up, valve interlocks, or shutdowns).",Functional,Low,Draft,H162 - Interface Clarification,Inspection,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_612,retain overall responsibility for the ODH system's compliance with functional safety requirements.  ...,"retain overall responsibility for the ODH system's compliance with functional safety requirements.  The signals from all ODH sensors remain under SCK CEN ownership, and their duplication to QPLANT:CIS shall not alter or interrupt their role in the certified safety chain.",Functional,Low,Draft,H162 - Interface Clarification,Inspection,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_613,"not rely on the MIS, unless the interlock must be propagated to or relies on other systems.","not rely on the MIS, unless the interlock must be propagated to or relies on other systems.",General,Low,Draft,H162 - Interface Clarification,Inspection,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_614,ensure that the status of each interlock is monitorable through the MCS control interface.,ensure that the status of each interlock is monitorable through the MCS control interface.,Interface,Low,Draft,H162 - Interface Clarification,Inspection,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_615,be designed according to standards IEC 61508 (Functional Safety) or one of the sector-specific deriv...,"be designed according to standards IEC 61508 (Functional Safety) or one of the sector-specific derived standards (IEC 62061, IEC 61511) or alternative (e.g. ISO 13849-1).",Functional,Low,Draft,H162 - Interface Clarification,Inspection,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_616,not interfere with or compromise the SIL-2 certified safety loop.  The signal duplication is for pla...,not interfere with or compromise the SIL-2 certified safety loop.  The signal duplication is for plant alarm and interlock logic only.,General,Low,Draft,H162 - Interface Clarification,Inspection,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H162_617,be propagated to or relies on other systems.,be propagated to or relies on other systems.,General,Low,Draft,H162 - Interface Clarification,Inspection,To be defined,[],"{'extracted_from': 'H162', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H163_618,"design and implement fail-safe, hard-wired interlock circuits (i.e. dedicated relay or safety-PLC lo...","design and implement fail-safe, hard-wired interlock circuits (i.e. dedicated relay or safety-PLC loops that remain fully functional in the event of a control-system failure) to prevent mechanical or thermal damage to the following critical equipment classes: compressors, turbines, pumps, and electrical heaters.",Functional,High,Draft,H163 - Hard-Wired Safety-Interlock Instrumentation,Inspection,To be defined,[],"{'extracted_from': 'H163', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H163_619,"be wired “positive-logic” (open = abnormal/trip) so that any loss of signal, power, or cable integri...","be wired “positive-logic” (open = abnormal/trip) so that any loss of signal, power, or cable integrity forces the affected component to a safe state.",General,Low,Draft,H163 - Hard-Wired Safety-Interlock Instrumentation,Inspection,To be defined,[],"{'extracted_from': 'H163', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H163_620,"determine the final list of equipment, set points, and reaction times","determine the final list of equipment, set points, and reaction times",Performance,Low,Draft,H163 - Hard-Wired Safety-Interlock Instrumentation,Inspection,To be defined,[],"{'extracted_from': 'H163', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H163_621,be submitted with the Detailed Design file.,be submitted with the Detailed Design file.,General,Low,Draft,H163 - Hard-Wired Safety-Interlock Instrumentation,Inspection,To be defined,[],"{'extracted_from': 'H163', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H164_622,requirement but does not exclude other directives from being applicable:,requirement but does not exclude other directives from being applicable:,General,Low,Draft,H164 - Codes and Standards,Inspection,To be defined,[],"{'extracted_from': 'H164', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H164_623,provide an EU declaration of conformity for the QPLANT and CE mark all QPLANT components.  Therefore...,"provide an EU declaration of conformity for the QPLANT and CE mark all QPLANT components.  Therefore, the Contractor shall at least:",General,Low,Draft,H164 - Codes and Standards,Inspection,To be defined,[],"{'extracted_from': 'H164', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H164_624,"identify the applicable standards (harmonized or non-harmonized), and technical specifications that ...","identify the applicable standards (harmonized or non-harmonized), and technical specifications that support compliance with the essential requirements outlined in the EU directive(s).",General,High,Draft,H164 - Codes and Standards,Inspection,To be defined,[],"{'extracted_from': 'H164', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H164_625,"Submit the technical file, at the latest before shipment to SCK CEN of QPLANT parts, to demonstrate ...","Submit the technical file, at the latest before shipment to SCK CEN of QPLANT parts, to demonstrate conformity with the directive(s).  The technical file shall include:",General,Low,Draft,H164 - Codes and Standards,Testing,To be defined,[],"{'extracted_from': 'H164', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H164_626,"submit specific detailed parts of the technical file, when requested by SCK CEN, to demonstrate conf...","submit specific detailed parts of the technical file, when requested by SCK CEN, to demonstrate conformity with the directive(s) in English.  The detailed parts of the technical file are:",General,Low,Draft,H164 - Codes and Standards,Inspection,To be defined,[],"{'extracted_from': 'H164', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H165_627,"propose a solution, subject to approval by SCK CEN, to minimize the effects of electromagnetic inter...","propose a solution, subject to approval by SCK CEN, to minimize the effects of electromagnetic interference (EMI) as referenced in [AD 7].  The solution shall address shielding, cabling, signal routing, voltage level separation, and grounding strategy.",General,Low,Draft,H165 - Electromagnetic interference,Inspection,To be defined,[],"{'extracted_from': 'H165', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H165_628,ensure that all instrumentation and control signals operate within their specified accuracy limits u...,ensure that all instrumentation and control signals operate within their specified accuracy limits under defined electromagnetic environments.,General,Low,Draft,H165 - Electromagnetic interference,Inspection,To be defined,[],"{'extracted_from': 'H165', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H165_629,comply with the relevant sections of EN 61000-6-2 (Immunity for industrial environments) and EN 6100...,"comply with the relevant sections of EN 61000-6-2 (Immunity for industrial environments) and EN 61000-6-4 (Emission for industrial environments), or an equivalent standard approved by SCK CEN.",General,Low,Draft,H165 - Electromagnetic interference,Inspection,To be defined,[],"{'extracted_from': 'H165', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H165_630,be performed by means of:,be performed by means of:,General,Low,Draft,H165 - Electromagnetic interference,Inspection,To be defined,[],"{'extracted_from': 'H165', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H165_631,be fitted for input and output signals connections with the QPLANT:CIS.,be fitted for input and output signals connections with the QPLANT:CIS.,General,Low,Draft,H165 - Electromagnetic interference,Inspection,To be defined,[],"{'extracted_from': 'H165', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H171_632,"provide to SCK CEN the applied codes, rules and standard for the design, manufacturing, and testing ...","provide to SCK CEN the applied codes, rules and standard for the design, manufacturing, and testing of the QPLANT.",General,Low,Draft,"H171 - Compliance with applicable standards (e.g., ISO 21014, API 521, or EN 13445, where relevant).",Testing,To be defined,[],"{'extracted_from': 'H171', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H172_633,proceed in phases (6.1).  These phases represent the highest-level breakdown of work packages expect...,"proceed in phases (6.1).  These phases represent the highest-level breakdown of work packages expected for the project.  A phase will be considered as completed when all associated deliverables (Table 19) are approved by SCK CEN.  In their offer, the Applicant shall develop the phases according to its own expertise and experience and propose a detailed work schedule.  In doing so, the Applicant shall take into consideration the preliminary schedule in 6.2 by including the milestones and respecting the milestone dates provided in Table 24. The Applicant may add (to a reasonable extent) additional milestones as they think appropriate.",General,Low,Draft,H172 - Schedule,Inspection,To be defined,[],"{'extracted_from': 'H172', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H173_634,"be approved by SCK  CEN), incoming inspections of supplies, installation of QPLANT, execution/ repor...","be approved by SCK  CEN), incoming inspections of supplies, installation of QPLANT, execution/ reporting of assembly tests, Non-Conformity handling and preparing/submitting the Installation File (Error! Reference source not found.) for review and approval by SCK CEN.",General,Low,Draft,H173 - Contractual Phases,Testing,To be defined,[],"{'extracted_from': 'H173', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H173_635,develop the phase according to its own expertise and shall at least include the following activities...,develop the phase according to its own expertise and shall at least include the following activities:,General,Low,Draft,H173 - Contractual Phases,Inspection,To be defined,[],"{'extracted_from': 'H173', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H175_636,be implemented:,be implemented:,General,Low,Draft,H175 - Hold and Witness Points,Inspection,To be defined,[],"{'extracted_from': 'H175', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H175_637,always aim to give feedback to the Contractor concerning the HPs without undue delay.  The envisaged...,always aim to give feedback to the Contractor concerning the HPs without undue delay.  The envisaged lead time is 10 Business Days (to be determined considering SCK CEN’s and/or its collaboration partner’s days of closure),Performance,Low,Draft,H175 - Hold and Witness Points,Inspection,To be defined,[],"{'extracted_from': 'H175', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H177_638,assign a member of its staff to be responsible for the follow-up of the Contract (further referred t...,"assign a member of its staff to be responsible for the follow-up of the Contract (further referred to as “Project Manager”).  The Project Manager shall be responsible for planning, organizing, monitoring, and controlling, and directing the performance of the Contract, to ensure that the Contract is accomplished on time, within budget, and compliant to the requirements laid down in the Contract.",Performance,Low,Draft,H177 - General Organization,Inspection,To be defined,[],"{'extracted_from': 'H177', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H177_639,notify SCK CEN in writing in case a different Project Manager is appointed.  Replacement of the Proj...,"notify SCK CEN in writing in case a different Project Manager is appointed.  Replacement of the Project Manager is subject to prior written approval by SCK CEN.  In case of replacement, the substitute shall always have a level of education, skills, and experience equivalent to or better than the original resource proposed for this role.",General,Low,Draft,H177 - General Organization,Inspection,To be defined,[],"{'extracted_from': 'H177', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H177_640,designate the Leading Officer for the Contract and inform the Contractor.  The Contractor shall be n...,designate the Leading Officer for the Contract and inform the Contractor.  The Contractor shall be notified of any change in writing.,General,Low,Draft,H177 - General Organization,Inspection,To be defined,[],"{'extracted_from': 'H177', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H177_641,give effect thereto.  The Contractor shall grant the Representatives the same access rights (physica...,"give effect thereto.  The Contractor shall grant the Representatives the same access rights (physical access, document access, ...) as have been contractually instated for SCK CEN.",General,Low,Draft,H177 - General Organization,Inspection,To be defined,[],"{'extracted_from': 'H177', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H177_642,"only be approved, respectively accepted, if and to the extent that SCK CEN has confirmed its approva...","only be approved, respectively accepted, if and to the extent that SCK CEN has confirmed its approval, respectively acceptance, of such step in writing.",General,Low,Draft,H177 - General Organization,Inspection,To be defined,[],"{'extracted_from': 'H177', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H178_643,be in English.,be in English.,General,Low,Draft,H178 - Communication,Inspection,To be defined,[],"{'extracted_from': 'H178', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H178_644,be deemed correctly communicated if exchanged in writing (e-mail suffices) between the two persons i...,be deemed correctly communicated if exchanged in writing (e-mail suffices) between the two persons in charge of the general organization of the Contract.,General,Low,Draft,H178 - Communication,Inspection,To be defined,[],"{'extracted_from': 'H178', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H178_645,be adequately responded to within five Business Days.  If such request cannot be answered within thi...,"be adequately responded to within five Business Days.  If such request cannot be answered within this lead time, e.g. due to a technical question requiring additional time to be answered, the Contractor shall at least communicate (within this lead time) when SCK CEN will receive the answer.",Performance,Low,Draft,H178 - Communication,Inspection,To be defined,[],"{'extracted_from': 'H178', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H178_646,promptly notify SCK CEN.,promptly notify SCK CEN.,General,Low,Draft,H178 - Communication,Inspection,To be defined,[],"{'extracted_from': 'H178', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H180_647,implement a digital dashboard giving SCK CEN a snapshot up-to-date information on the status and pro...,"implement a digital dashboard giving SCK CEN a snapshot up-to-date information on the status and progress of the Contract.  The information shall be continuously (at least monthly) updated with the latest information.  The Contractor shall produce and submit monthly progress reports to SCK CEN at least three Business Days prior to the monthly progress meeting (0).  If comments or revisions arise during the progress meeting, the Contractor shall issue an updated version five business days after the meeting.  To this end, SCK CEN shall provide access for the Contractor to SCK CEN’s designated document management system.",General,Low,Draft,H180 - Progress Dashboard,Testing,To be defined,[],"{'extracted_from': 'H180', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H180_648,"be communicated by SCK CEN to the Contractor.  Said indicators shall, as a minimum, include the foll...","be communicated by SCK CEN to the Contractor.  Said indicators shall, as a minimum, include the following:",General,Low,Draft,H180 - Progress Dashboard,Inspection,To be defined,[],"{'extracted_from': 'H180', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H180_649,include a concise description of the dashboard as well as the underlying management processes.  This...,include a concise description of the dashboard as well as the underlying management processes.  This description must include sufficient detail to demonstrate compliance with the requirements.,General,Low,Draft,H180 - Progress Dashboard,Inspection,To be defined,[],"{'extracted_from': 'H180', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H180_650,include sufficient detail to demonstrate compliance with the requirements.,include sufficient detail to demonstrate compliance with the requirements.,General,Low,Draft,H180 - Progress Dashboard,Inspection,To be defined,[],"{'extracted_from': 'H180', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H181_651,ensure that all relevant information for these meeting is made available to SCK CEN at least three B...,"ensure that all relevant information for these meeting is made available to SCK CEN at least three Business Days in advance including, but not limited to, meeting agenda, reports, and presentations.  The Contractor shall draft the minutes of these meetings and submit them to SCK CEN for review and approval within 5 Business Days following the meeting.",General,Low,Draft,H181 - Meetings,Review,To be defined,[],"{'extracted_from': 'H181', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H182_652,organize Progress meetings between the Contractor and SCK CEN at least monthly.,organize Progress meetings between the Contractor and SCK CEN at least monthly.,General,Low,Draft,H182 - Progress Meetings,Inspection,To be defined,[],"{'extracted_from': 'H182', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H183_653,"be held at least for the following milestones, organized at the initiative of the Contractor:","be held at least for the following milestones, organized at the initiative of the Contractor:",General,Low,Draft,H183 - Milestone Meetings,Inspection,To be defined,[],"{'extracted_from': 'H183', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H184_654,be held to define the technical baseline and identify any evolutions between reviews.,be held to define the technical baseline and identify any evolutions between reviews.,General,Low,Draft,H184 - Technical Review Meetings,Review,To be defined,[],"{'extracted_from': 'H184', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H185_655,submit a preliminary Risk Assessment as part of their offer.  It shall contain all risks with a seve...,"submit a preliminary Risk Assessment as part of their offer.  It shall contain all risks with a severity that are bound to compromise the successful completion of the Contract either in terms of schedule, budget, or technical requirements, irrespective of probability.",General,Low,Draft,H185 - Risk Assessment and Risk Management Plan,Inspection,To be defined,[],"{'extracted_from': 'H185', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H185_656,submit a preliminary Risk Management Plan as part of their offer.  It shall present a top-level view...,"submit a preliminary Risk Management Plan as part of their offer.  It shall present a top-level view of the mitigation strategy that the Applicant shall implement during contract execution, for all the risks that have been identified as unacceptable.",General,Low,Draft,H185 - Risk Assessment and Risk Management Plan,Inspection,To be defined,[],"{'extracted_from': 'H185', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H185_657,"detail, complete, and continuously maintain the Risk Assessment and update the Risk Management Plan ...","detail, complete, and continuously maintain the Risk Assessment and update the Risk Management Plan accordingly.  The Contractor shall continuously monitor, identify, and document any new risks that might threaten the successful completion of the Contract in any way.  The Contractor shall duly implement the mitigation strategy in accordance with the Risk Management Plan.",General,Low,Draft,H185 - Risk Assessment and Risk Management Plan,Inspection,To be defined,[],"{'extracted_from': 'H185', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H186_658,have access during normal working hours to (all) the location(s) where (part of) the Contract is bei...,have access during normal working hours to (all) the location(s) where (part of) the Contract is being performed (including Contractor’s and Subcontractors' premises).  The Contractor shall be notified of any site visit at least five Business Days in advance.  Any changes to the specified location(s) shall require prior written approval from SCK CEN.,General,Low,Draft,H186 - Factory Access,Inspection,To be defined,[],"{'extracted_from': 'H186', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H189_659,ensure status identification of each deliverable and all its components throughout all stages of man...,"ensure status identification of each deliverable and all its components throughout all stages of manufacturing, assembly, packaging and transportation, installation, and commissioning to ensure that only items that have passed all required quality inspections and tests are used and/or supplied.  The Contractor shall ensure traceability to the required level in accordance with Good Industry Practices.",General,Low,Draft,H189 - General requirements,Testing,To be defined,[],"{'extracted_from': 'H189', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H189_660,never entail (provisional) acceptance or a release of responsibility vis-à-vis the Contractor in any...,never entail (provisional) acceptance or a release of responsibility vis-à-vis the Contractor in any way.,General,Low,Draft,H189 - General requirements,Inspection,To be defined,[],"{'extracted_from': 'H189', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H190_661,"ensure that the Subcontractor’s quality management system is in accordance with ISO 9001, certified ...","ensure that the Subcontractor’s quality management system is in accordance with ISO 9001, certified by a nationally accredited body and applicable to the scope of work defined in the Contract.",General,Low,Draft,H190 - Quality Management System,Inspection,To be defined,[],"{'extracted_from': 'H190', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
